Elapsed Time (min),Date,Voltage (V),R_therm (Ohms),Temp_SH (K),Temp_SH (F),Temp_SH (C),Temp_Beta (K),Temp_Beta (F),Temp_Beta (C)
23.1,09-18-2025 13:15:59,3.6041,25819.8263,277.8,40.4,4.66,278.23,41.14,5.08
23.11,09-18-2025 13:16:00,0.5072,1128.8864,356.5,181.98,83.32,356.92,182.78,83.77
23.13,09-18-2025 13:16:01,1.2383,3291.6861,325.5,126.28,52.38,325.45,126.13,52.3
23.15,09-18-2025 13:16:02,5.4337,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
23.16,09-18-2025 13:16:03,1.6138,4765.8687,315.9,109.0,42.78,315.82,108.8,42.67
23.19,09-18-2025 13:16:05,3.0446,15570.5427,288.3,59.35,15.2,288.51,59.64,15.36
23.2,09-18-2025 13:16:06,3.9114,35932.1353,271.3,28.64,-1.87,271.9,29.75,-1.25
23.22,09-18-2025 13:16:07,4.3762,70160.3206,258.8,6.23,-14.31,259.93,8.2,-13.22
23.24,09-18-2025 13:16:08,0.3386,726.4487,370.8,207.82,97.68,371.72,209.43,98.57
23.25,09-18-2025 13:16:09,6.0294,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
23.28,09-18-2025 13:16:10,5.4242,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
23.29,09-18-2025 13:16:11,3.5661,24869.0232,278.6,41.76,5.42,278.97,42.47,5.82
23.31,09-18-2025 13:16:12,5.469,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
23.33,09-18-2025 13:16:13,4.5518,101544.8968,252.4,-5.41,-20.79,253.75,-2.91,-19.4
23.34,09-18-2025 13:16:14,4.0956,45282.9798,266.9,20.69,-6.28,267.64,22.08,-5.51
23.37,09-18-2025 13:16:16,3.3109,19601.1248,283.5,50.57,10.32,283.74,51.06,10.59
23.39,09-18-2025 13:16:17,5.556,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
23.4,09-18-2025 13:16:18,2.5935,10777.0621,296.5,73.94,23.3,296.48,73.99,23.33
23.42,09-18-2025 13:16:19,0.1116,228.2171,414.2,285.81,141.0,417.18,291.26,144.03
23.44,09-18-2025 13:16:20,4.3881,71707.6907,258.4,5.53,-14.7,259.55,7.53,-13.6
23.46,09-18-2025 13:16:21,1.614,4766.6864,315.9,108.99,42.77,315.81,108.79,42.66
23.48,09-18-2025 13:16:22,3.7247,29206.0769,275.3,35.96,2.2,275.83,36.83,2.68
23.49,09-18-2025 13:16:23,2.718,11910.6047,294.2,69.91,21.06,294.27,70.01,21.12
23.51,09-18-2025 13:16:24,4.3316,64808.3037,260.3,8.8,-12.89,261.29,10.65,-11.86
23.53,09-18-2025 13:16:25,5.4923,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
23.55,09-18-2025 13:16:27,0.3767,814.7567,367.0,200.91,93.84,367.75,202.28,94.6
23.57,09-18-2025 13:16:28,4.5789,108747.2169,251.2,-7.52,-21.96,252.64,-4.92,-20.51
23.58,09-18-2025 13:16:29,0.2441,513.3125,382.9,229.56,109.76,384.28,232.04,111.13
23.6,09-18-2025 13:16:30,3.423,21705.7705,281.4,46.77,8.2,281.67,47.34,8.52
23.62,09-18-2025 13:16:31,5.3957,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
23.64,09-18-2025 13:16:32,3.7088,28722.1684,275.7,36.56,2.53,276.16,37.41,3.01
23.66,09-18-2025 13:16:33,3.7907,31345.806,274.0,33.44,0.8,274.48,34.39,1.33
23.68,09-18-2025 13:16:34,2.1767,7709.6938,304.2,87.86,31.03,304.12,87.75,30.97
23.69,09-18-2025 13:16:35,1.5724,4587.3601,316.9,110.74,43.75,316.78,110.54,43.63
23.71,09-18-2025 13:16:36,5.6835,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
23.73,09-18-2025 13:16:37,5.9126,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
23.75,09-18-2025 13:16:38,1.4723,4173.3399,319.3,115.09,46.16,319.2,114.9,46.05
23.77,09-18-2025 13:16:39,2.3512,8876.8287,300.9,81.93,27.74,300.86,81.87,27.71
23.78,09-18-2025 13:16:40,6.0594,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
23.8,09-18-2025 13:16:41,3.9171,36170.7162,271.2,28.41,-1.99,271.78,29.53,-1.37
23.82,09-18-2025 13:16:43,3.1416,16904.3215,286.6,56.19,13.44,286.79,56.54,13.64
23.84,09-18-2025 13:16:44,0.1599,330.4451,399.3,259.1,126.17,401.49,263.0,128.34
23.86,09-18-2025 13:16:45,2.9651,14571.5339,289.8,61.93,16.63,289.91,62.17,16.76
23.87,09-18-2025 13:16:46,3.1901,17626.2173,285.7,54.59,12.55,285.92,54.98,12.77
23.89,09-18-2025 13:16:47,6.0326,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
23.91,09-18-2025 13:16:48,3.7607,30344.9493,274.6,34.59,1.44,275.1,35.51,1.95
23.93,09-18-2025 13:16:49,4.2276,54730.1562,263.3,14.34,-9.81,264.25,15.97,-8.9
23.95,09-18-2025 13:16:50,3.7513,30042.0441,274.8,34.95,1.64,275.29,35.86,2.14
23.96,09-18-2025 13:16:51,4.5739,107336.4623,251.4,-7.12,-21.73,252.85,-4.54,-20.3
23.98,09-18-2025 13:16:52,3.2719,18933.0922,284.2,51.88,11.04,284.45,52.33,11.3
24.01,09-18-2025 13:16:54,3.3246,19842.9515,283.2,50.11,10.06,283.49,50.61,10.34
24.02,09-18-2025 13:16:55,2.6432,11215.0945,295.6,72.33,22.41,295.59,72.39,22.44
24.04,09-18-2025 13:16:56,3.2505,18579.5942,284.6,52.59,11.44,284.83,53.03,11.68
24.06,09-18-2025 13:16:57,1.1728,3064.4239,327.4,129.73,54.29,327.38,129.61,54.23
24.07,09-18-2025 13:16:58,4.5367,97933.0815,253.0,-4.3,-20.16,254.35,-1.85,-18.8
24.1,09-18-2025 13:16:59,3.0298,15378.2952,288.6,59.83,15.46,288.77,60.11,15.62
24.11,09-18-2025 13:17:00,5.6033,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
24.13,09-18-2025 13:17:01,2.883,13618.3278,291.3,64.58,18.1,291.36,64.77,18.21
24.15,09-18-2025 13:17:02,3.5599,24719.2084,278.7,41.98,5.55,279.09,42.68,5.94
24.16,09-18-2025 13:17:03,1.8684,5966.4704,310.3,98.95,37.19,310.24,98.77,37.09
24.19,09-18-2025 13:17:05,0.2458,517.0442,382.6,229.09,109.5,384.01,231.55,110.86
24.2,09-18-2025 13:17:06,0.7494,1763.149,343.0,157.65,69.81,343.09,157.9,69.94
24.22,09-18-2025 13:17:07,3.0051,15063.4418,289.1,60.64,15.91,289.21,60.9,16.06
24.24,09-18-2025 13:17:08,2.4017,9243.2588,300.0,80.25,26.8,299.93,80.21,26.78
24.25,09-18-2025 13:17:09,6.0107,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
24.28,09-18-2025 13:17:10,1.9074,6167.822,309.5,97.49,36.38,309.44,97.32,36.29
24.29,09-18-2025 13:17:11,5.163,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
24.31,09-18-2025 13:17:12,2.3524,8884.8496,300.9,81.89,27.72,300.83,81.83,27.68
24.33,09-18-2025 13:17:13,2.8262,13001.0638,292.3,66.42,19.12,292.36,66.58,19.21
24.34,09-18-2025 13:17:14,6.1228,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
24.37,09-18-2025 13:17:16,2.2614,8257.7538,302.6,84.96,29.42,302.52,84.87,29.37
24.39,09-18-2025 13:17:17,0.4048,880.9488,364.4,196.29,91.27,365.1,197.51,91.95
24.4,09-18-2025 13:17:18,2.7544,12265.5163,293.6,68.73,20.41,293.62,68.85,20.47
24.42,09-18-2025 13:17:19,0.9157,2242.1497,336.1,145.22,62.9,336.08,145.27,62.93
24.44,09-18-2025 13:17:20,2.8838,13626.6982,291.2,64.56,18.09,291.34,64.75,18.19
24.46,09-18-2025 13:17:21,3.4487,22230.7723,280.9,45.88,7.71,281.19,46.48,8.04
24.48,09-18-2025 13:17:22,5.5522,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
24.49,09-18-2025 13:17:23,5.6376,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
24.51,09-18-2025 13:17:24,5.1381,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
24.53,09-18-2025 13:17:25,5.4154,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
24.55,09-18-2025 13:17:27,3.1168,16550.7285,287.0,57.0,13.89,287.23,57.34,14.08
24.57,09-18-2025 13:17:28,3.3178,19723.2027,283.3,50.34,10.19,283.61,50.83,10.46
24.58,09-18-2025 13:17:29,3.402,21289.1114,281.8,47.49,8.6,282.06,48.04,8.91
24.6,09-18-2025 13:17:30,1.3898,3849.4564,321.4,118.86,48.25,321.3,118.67,48.15
24.62,09-18-2025 13:17:31,2.5566,10462.9748,297.1,75.15,23.97,297.13,75.17,23.98
24.64,09-18-2025 13:17:32,0.6883,1596.3877,345.9,162.93,72.74,346.08,163.28,72.93
24.66,09-18-2025 13:17:33,1.0168,2552.7608,332.4,138.7,59.28,332.41,138.67,59.26
24.68,09-18-2025 13:17:34,1.5707,4580.1819,316.9,110.81,43.79,316.82,110.61,43.67
24.69,09-18-2025 13:17:35,1.9832,6573.7844,308.0,94.71,34.84,307.9,94.55,34.75
24.71,09-18-2025 13:17:36,3.6249,26361.9835,277.4,39.64,4.25,277.82,40.41,4.67
24.73,09-18-2025 13:17:37,3.3431,20177.2916,282.9,49.49,9.71,283.15,50.0,10.0
24.75,09-18-2025 13:17:38,2.2957,8489.4148,301.9,83.79,28.77,301.88,83.72,28.73
24.77,09-18-2025 13:17:39,3.0707,15915.9675,287.9,58.51,14.73,288.05,58.81,14.9
24.78,09-18-2025 13:17:40,4.2002,52514.6519,264.1,15.72,-9.05,264.98,17.29,-8.17
24.8,09-18-2025 13:17:41,5.0919,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
24.82,09-18-2025 13:17:43,4.7284,174077.3125,243.4,-21.55,-29.75,245.26,-18.2,-27.89
24.84,09-18-2025 13:17:44,4.836,294878.0488,235.1,-36.43,-38.02,237.49,-32.19,-35.66
24.86,09-18-2025 13:17:45,2.6237,11041.0037,295.9,72.96,22.76,295.94,73.02,22.79
24.87,09-18-2025 13:17:46,3.6412,26798.5281,277.1,39.05,3.92,277.5,39.83,4.35
24.89,09-18-2025 13:17:47,0.7462,1754.3344,343.1,157.92,69.95,343.24,158.17,70.09
24.92,09-18-2025 13:17:48,2.3901,9157.5469,300.2,80.63,27.02,300.14,80.59,26.99
24.93,09-18-2025 13:17:49,5.7069,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
24.95,09-18-2025 13:17:50,4.5711,106567.0989,251.5,-6.9,-21.61,252.97,-4.33,-20.18
24.97,09-18-2025 13:17:51,4.614,119533.6788,249.6,-10.4,-23.56,251.12,-7.65,-22.03
24.98,09-18-2025 13:17:52,0.477,1054.6098,358.6,185.85,85.47,359.13,186.76,85.98
25.01,09-18-2025 13:17:54,3.3135,19647.1983,283.4,50.49,10.27,283.69,50.97,10.54
25.02,09-18-2025 13:17:55,0.7123,1661.2976,344.7,160.8,71.56,344.88,161.11,71.73
25.04,09-18-2025 13:17:56,5.4947,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
25.06,09-18-2025 13:17:57,0.3309,708.7879,371.7,209.32,98.51,372.59,210.98,99.44
25.07,09-18-2025 13:17:58,2.4536,9635.7567,299.0,78.53,25.85,298.99,78.51,25.84
25.1,09-18-2025 13:17:59,5.8206,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
25.11,09-18-2025 13:18:00,1.1876,3115.1841,327.0,128.93,53.85,326.93,128.81,53.78
25.13,09-18-2025 13:18:01,0.8241,1973.3593,339.7,151.77,66.54,339.77,151.92,66.62
25.15,09-18-2025 13:18:02,0.4556,1002.6131,360.2,188.75,87.08,360.78,189.74,87.63
25.16,09-18-2025 13:18:03,3.7101,28761.5679,275.7,36.51,2.5,276.13,37.37,2.98
25.19,09-18-2025 13:18:05,5.8301,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
25.21,09-18-2025 13:18:06,1.9078,6169.7827,309.5,97.48,36.38,309.43,97.3,36.28
25.22,09-18-2025 13:18:07,5.5613,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
25.24,09-18-2025 13:18:08,3.0546,15701.1598,288.2,59.03,15.02,288.33,59.33,15.18
25.26,09-18-2025 13:18:09,4.9219,630000.0,224.0,-56.47,-49.15,227.12,-50.85,-46.03
25.28,09-18-2025 13:18:10,4.7942,232939.5688,238.8,-29.88,-34.38,240.9,-26.04,-32.25
25.3,09-18-2025 13:18:11,5.4969,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
25.31,09-18-2025 13:18:12,5.7051,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
25.33,09-18-2025 13:18:13,0.9906,2470.5772,333.3,140.33,60.19,333.33,140.32,60.18
25.35,09-18-2025 13:18:14,6.0426,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
25.37,09-18-2025 13:18:16,3.0368,15467.974,288.5,59.61,15.34,288.65,59.89,15.5
25.39,09-18-2025 13:18:17,2.2106,7925.1624,303.5,86.69,30.38,303.48,86.59,30.33
25.4,09-18-2025 13:18:18,0.5903,1338.5113,351.2,172.49,78.05,351.51,173.04,78.36
25.42,09-18-2025 13:18:19,3.7054,28621.2224,275.8,36.68,2.6,276.23,37.54,3.08
25.44,09-18-2025 13:18:20,1.7396,5335.6592,313.1,103.91,39.95,312.99,103.71,39.84
25.46,09-18-2025 13:18:21,0.3032,645.5176,374.9,215.07,101.71,375.9,216.95,102.75
25.48,09-18-2025 13:18:22,5.0814,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
25.5,09-18-2025 13:18:23,5.9396,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
25.51,09-18-2025 13:18:24,5.3271,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
25.53,09-18-2025 13:18:25,5.4994,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
25.55,09-18-2025 13:18:27,5.5419,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
25.57,09-18-2025 13:18:28,0.1605,331.6458,399.2,258.84,126.02,401.34,262.74,128.19
25.59,09-18-2025 13:18:29,1.8193,5719.8719,311.4,100.81,38.23,311.28,100.63,38.13
25.6,09-18-2025 13:18:30,3.6977,28393.2428,275.9,36.97,2.76,276.38,37.81,3.23
25.62,09-18-2025 13:18:31,3.0062,15077.5838,289.0,60.6,15.89,289.19,60.87,16.04
25.64,09-18-2025 13:18:32,2.1591,7599.824,304.5,88.47,31.37,304.46,88.35,31.31
25.66,09-18-2025 13:18:33,2.133,7439.8326,305.0,89.38,31.88,304.96,89.25,31.81
25.68,09-18-2025 13:18:34,2.3985,9219.681,300.0,80.35,26.86,299.99,80.31,26.84
25.69,09-18-2025 13:18:35,2.9861,14827.7574,289.4,61.25,16.25,289.54,61.5,16.39
25.71,09-18-2025 13:18:36,0.8081,1927.8366,340.4,152.98,67.21,340.45,153.15,67.3
25.74,09-18-2025 13:18:38,1.7111,5202.7669,313.7,105.04,40.58,313.62,104.84,40.47
25.75,09-18-2025 13:18:39,0.4101,893.3945,364.0,195.46,90.81,364.62,196.65,91.47
25.77,09-18-2025 13:18:40,0.7556,1780.2975,342.7,157.14,69.52,342.81,157.38,69.66
25.79,09-18-2025 13:18:41,0.7974,1897.503,340.8,153.81,67.67,340.92,153.98,67.77
25.8,09-18-2025 13:18:42,3.9379,37075.4384,270.7,27.55,-2.47,271.31,28.7,-1.84
25.83,09-18-2025 13:18:43,0.7931,1885.3068,341.0,154.14,67.86,341.11,154.33,67.96
25.84,09-18-2025 13:18:44,1.5075,4316.3923,318.4,113.54,45.3,318.34,113.34,45.19
25.86,09-18-2025 13:18:45,1.0149,2546.8547,332.5,138.82,59.34,332.47,138.78,59.32
25.88,09-18-2025 13:18:46,1.2454,3316.9091,325.3,125.91,52.17,325.24,125.77,52.09
25.89,09-18-2025 13:18:47,1.6142,4767.5041,315.9,108.99,42.77,315.81,108.78,42.66
25.92,09-18-2025 13:18:49,2.1422,7495.8994,304.8,89.06,31.7,304.78,88.94,31.63
25.94,09-18-2025 13:18:50,3.2134,17985.7273,285.3,53.82,12.12,285.5,54.23,12.35
25.95,09-18-2025 13:18:51,5.7896,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
25.97,09-18-2025 13:18:52,3.6013,25747.7993,277.9,40.5,4.72,278.28,41.24,5.13
25.99,09-18-2025 13:18:53,0.6019,1368.4809,350.5,171.27,77.37,350.82,171.8,77.67
26.01,09-18-2025 13:18:54,3.2676,18861.07,284.3,52.02,11.12,284.52,52.47,11.37
26.03,09-18-2025 13:18:55,2.5144,10115.6651,297.9,76.53,24.74,297.89,76.53,24.74
26.04,09-18-2025 13:18:56,0.4298,940.3206,362.3,192.47,89.15,362.91,193.57,89.76
26.06,09-18-2025 13:18:57,0.6778,1568.2163,346.4,163.88,73.27,346.62,164.25,73.47
26.08,09-18-2025 13:18:58,4.443,79766.6068,256.6,2.14,-16.59,257.75,4.28,-15.4
26.1,09-18-2025 13:19:00,2.9181,14016.0908,290.6,63.45,17.47,290.74,63.66,17.59
26.12,09-18-2025 13:19:01,5.6775,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
26.13,09-18-2025 13:19:02,1.2566,3356.9306,325.0,125.34,51.85,324.92,125.19,51.77
26.15,09-18-2025 13:19:03,5.8119,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
26.17,09-18-2025 13:19:04,4.9472,936745.5621,218.5,-66.34,-54.63,222.06,-59.97,-51.09
26.19,09-18-2025 13:19:05,1.7087,5191.5079,313.8,105.14,40.63,313.67,104.94,40.52
26.21,09-18-2025 13:19:06,1.5122,4335.633,318.3,113.33,45.18,318.22,113.13,45.07
26.23,09-18-2025 13:19:07,3.444,22133.6761,281.0,46.04,7.8,281.28,46.64,8.13
26.24,09-18-2025 13:19:08,1.2611,3373.0066,324.9,125.11,51.73,324.79,124.96,51.64
26.26,09-18-2025 13:19:09,5.2039,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
26.28,09-18-2025 13:19:10,3.5754,25098.4952,278.4,41.43,5.24,278.79,42.14,5.64
26.3,09-18-2025 13:19:11,2.2384,8105.2822,303.0,85.74,29.86,302.95,85.65,29.8
26.32,09-18-2025 13:19:12,3.0317,15402.4704,288.6,59.77,15.43,288.74,60.06,15.59
26.33,09-18-2025 13:19:13,0.4057,883.1692,364.3,196.14,91.19,365.01,197.35,91.86
26.35,09-18-2025 13:19:14,2.5155,10124.7736,297.9,76.49,24.72,297.87,76.5,24.72
26.37,09-18-2025 13:19:16,2.0552,6979.0097,306.6,92.12,33.4,306.47,91.98,33.32
26.39,09-18-2025 13:19:17,3.8531,33596.7302,272.6,30.99,-0.56,273.16,32.02,0.01
26.41,09-18-2025 13:19:18,4.359,68003.1201,259.4,7.24,-13.75,260.46,9.16,-12.69
26.42,09-18-2025 13:19:19,5.0211,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
26.44,09-18-2025 13:19:20,5.1744,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
26.47,09-18-2025 13:19:21,0.7455,1752.2623,343.1,157.98,69.99,343.28,158.23,70.13
26.48,09-18-2025 13:19:22,3.7785,30933.2788,274.2,33.91,1.06,274.73,34.85,1.58
26.5,09-18-2025 13:19:23,5.2727,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
26.52,09-18-2025 13:19:24,4.7781,215288.6511,240.0,-27.65,-33.14,242.07,-23.95,-31.08
26.53,09-18-2025 13:19:25,0.3999,869.4175,364.9,197.06,91.7,365.54,198.31,92.39
26.56,09-18-2025 13:19:27,0.702,1633.3178,345.2,161.71,72.06,345.39,162.03,72.24
26.57,09-18-2025 13:19:28,2.2014,7866.3153,303.7,87.01,30.56,303.65,86.9,30.5
26.59,09-18-2025 13:19:29,6.0776,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
26.61,09-18-2025 13:19:30,3.2138,17991.6025,285.3,53.81,12.12,285.49,54.22,12.34
26.62,09-18-2025 13:19:31,2.9214,14055.0861,290.6,63.34,17.41,290.68,63.56,17.53
26.65,09-18-2025 13:19:32,4.0339,41753.1375,268.4,23.46,-4.75,269.12,24.74,-4.03
26.66,09-18-2025 13:19:33,4.3254,64122.1162,260.5,9.15,-12.7,261.48,10.99,-11.67
26.68,09-18-2025 13:19:34,5.0083,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
26.7,09-18-2025 13:19:35,1.2546,3349.5753,325.1,125.44,51.91,324.98,125.29,51.83
26.71,09-18-2025 13:19:36,1.5337,4424.8107,317.8,112.4,44.66,317.7,112.19,44.55
26.74,09-18-2025 13:19:38,3.5415,24281.7964,279.1,42.63,5.91,279.44,43.32,6.29
26.76,09-18-2025 13:19:39,6.1071,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
26.77,09-18-2025 13:19:40,0.4037,878.2856,364.5,196.46,91.37,365.2,197.69,92.05
26.79,09-18-2025 13:19:41,0.3403,730.3333,370.6,207.5,97.5,371.54,209.1,98.39
26.81,09-18-2025 13:19:42,4.4029,73734.5614,257.9,4.64,-15.2,259.08,6.67,-14.07
26.83,09-18-2025 13:19:43,1.0239,2575.255,332.2,138.26,59.04,332.16,138.22,59.01
26.85,09-18-2025 13:19:44,4.3433,66132.4705,259.9,8.14,-13.25,260.94,10.03,-12.21
26.86,09-18-2025 13:19:45,0.4395,963.7101,361.5,191.04,88.36,362.09,192.1,88.94
26.88,09-18-2025 13:19:46,5.5809,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
26.9,09-18-2025 13:19:47,3.1658,17259.0977,286.1,55.39,13.0,286.35,55.77,13.2
26.92,09-18-2025 13:19:49,2.9291,14144.3834,290.4,63.09,17.27,290.55,63.31,17.4
26.94,09-18-2025 13:19:50,5.7144,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
26.96,09-18-2025 13:19:51,2.5614,10503.8829,297.0,74.99,23.88,297.05,75.02,23.9
26.97,09-18-2025 13:19:52,5.6565,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
26.99,09-18-2025 13:19:53,4.4256,77041.6712,257.2,3.24,-15.98,258.34,5.34,-14.81
27.01,09-18-2025 13:19:54,2.853,13288.3093,291.8,65.55,18.64,291.89,65.73,18.74
27.03,09-18-2025 13:19:55,4.4214,76421.0867,257.3,3.5,-15.83,258.47,5.58,-14.68
27.05,09-18-2025 13:19:56,0.6489,1491.4461,347.9,166.58,74.77,348.15,167.01,75.0
27.06,09-18-2025 13:19:57,3.1665,17270.2482,286.1,55.37,12.98,286.34,55.74,13.19
27.08,09-18-2025 13:19:58,5.8209,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
27.11,09-18-2025 13:20:00,1.5544,4511.1555,317.3,111.51,44.17,317.21,111.31,44.06
27.12,09-18-2025 13:20:01,0.4989,1108.4883,357.0,183.01,83.9,357.51,183.84,84.36
27.14,09-18-2025 13:20:02,0.7935,1886.3663,341.0,154.11,67.84,341.09,154.3,67.94
27.16,09-18-2025 13:20:03,3.2796,19062.3751,284.1,51.62,10.9,284.31,52.08,11.16
27.17,09-18-2025 13:20:04,1.7873,5562.9912,312.1,102.05,38.92,311.96,101.86,38.81
27.2,09-18-2025 13:20:05,1.0296,2593.0707,332.0,137.92,58.84,331.97,137.88,58.82
27.21,09-18-2025 13:20:06,1.7792,5524.0331,312.2,102.36,39.09,312.13,102.17,38.98
27.23,09-18-2025 13:20:07,4.5388,98415.7745,252.9,-4.45,-20.25,254.26,-1.99,-18.89
27.25,09-18-2025 13:20:08,0.033,66.4385,472.1,390.16,198.98,479.7,403.79,206.55
27.26,09-18-2025 13:20:09,5.9482,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
27.29,09-18-2025 13:20:11,0.0251,50.5038,487.2,417.23,214.02,496.23,433.54,223.08
27.3,09-18-2025 13:20:12,3.7635,30436.7165,274.5,34.49,1.38,275.04,35.41,1.89
27.32,09-18-2025 13:20:13,4.8641,357985.2806,232.2,-41.7,-40.95,234.75,-37.12,-38.4
27.34,09-18-2025 13:20:14,0.6686,1543.6784,346.9,164.73,73.74,347.1,165.11,73.95
27.35,09-18-2025 13:20:15,4.9058,520503.9788,226.7,-51.58,-46.43,229.64,-46.31,-43.51
27.38,09-18-2025 13:20:16,2.1855,7765.1448,304.0,87.56,30.87,303.95,87.45,30.8
27.4,09-18-2025 13:20:17,5.0601,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
27.41,09-18-2025 13:20:18,3.8992,35423.5748,271.6,29.14,-1.59,272.17,30.23,-0.98
27.43,09-18-2025 13:20:19,0.7948,1890.0762,340.9,154.01,67.78,341.03,154.19,67.88
27.45,09-18-2025 13:20:20,1.1205,2888.2588,329.0,132.61,55.89,328.99,132.51,55.84
27.47,09-18-2025 13:20:22,4.1651,49889.205,265.1,17.43,-8.09,265.89,18.94,-7.26
27.49,09-18-2025 13:20:23,3.8139,32156.2945,273.4,32.54,0.3,273.99,33.52,0.84
27.5,09-18-2025 13:20:24,0.6804,1575.2463,346.3,163.64,73.13,346.49,164.0,73.34
27.52,09-18-2025 13:20:25,2.2802,8383.6202,302.2,84.32,29.07,302.17,84.24,29.02
27.54,09-18-2025 13:20:26,1.416,3950.8929,320.7,117.64,47.58,320.62,117.45,47.47
27.56,09-18-2025 13:20:27,2.4825,9860.9732,298.5,77.57,25.32,298.47,77.57,25.32
27.58,09-18-2025 13:20:28,3.2265,18192.839,285.0,53.39,11.88,285.26,53.81,12.11
27.59,09-18-2025 13:20:29,2.6574,11344.1477,295.3,71.87,22.15,295.34,71.94,22.19
27.61,09-18-2025 13:20:30,1.893,6092.6939,309.8,98.03,36.68,309.73,97.85,36.58
27.63,09-18-2025 13:20:31,1.0691,2719.8143,330.7,135.56,57.53,330.65,135.49,57.5
27.65,09-18-2025 13:20:33,1.4471,4073.1098,319.9,116.22,46.79,319.83,116.03,46.68
27.67,09-18-2025 13:20:34,2.5881,10730.2221,296.6,74.12,23.4,296.57,74.16,23.42
27.69,09-18-2025 13:20:35,3.1071,16413.973,287.2,57.32,14.07,287.4,57.65,14.25
27.7,09-18-2025 13:20:36,0.0928,189.1358,422.1,300.09,148.94,425.62,306.45,152.47
27.72,09-18-2025 13:20:37,4.5849,110463.7856,250.9,-8.0,-22.22,252.39,-5.37,-20.76
27.75,09-18-2025 13:20:38,3.8743,34417.3005,272.1,30.15,-1.03,272.71,31.21,-0.44
27.76,09-18-2025 13:20:39,2.0826,7138.3277,306.0,91.15,32.86,305.93,91.01,32.78
27.78,09-18-2025 13:20:40,6.0632,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
27.8,09-18-2025 13:20:41,1.9069,6164.8818,309.5,97.51,36.4,309.45,97.34,36.3
27.81,09-18-2025 13:20:42,0.561,1263.7982,353.0,175.66,79.81,353.31,176.29,80.16
27.84,09-18-2025 13:20:44,3.9607,38111.619,270.1,26.6,-3.0,270.8,27.77,-2.35
27.85,09-18-2025 13:20:45,5.1107,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
27.87,09-18-2025 13:20:46,0.7937,1886.8962,341.0,154.1,67.83,341.08,154.28,67.93
27.89,09-18-2025 13:20:47,5.1028,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
27.9,09-18-2025 13:20:48,4.5703,106363.6364,251.6,-6.84,-21.58,253.0,-4.27,-20.15
